Fecha entrada,Fecha Anulacion,Fecha venta,Noches,Tip_Hab_Fra,R_Factura,AD,NI,CU,Horario_Venta,P_Alojamiento,P_Desayuno,P_Almuerzo,P_Cena,Cantidad_Habitaciones,Mes_Entrada,Mes_Venta,Antelacion,Score Canc
2016-06-25,2016-05-27,2016-04-27,6,DSC,PC,3,0,0,Tarde,866.56002,45.6,114.0,114.0,1,June,April,59,0.5
2016-09-10,2016-04-28,2016-04-28,5,EC,SA,2,0,0,Ma̱ana,0.0,0.0,0.0,0.0,1,September,April,135,0.0
2016-07-07,2016-05-04,2016-04-28,4,DSC,PC,2,0,1,Tarde,334.12,17.6,43.96,43.96,1,July,April,70,0.0845070422535211
2016-08-01,2016-06-16,2016-04-28,8,DSC,MPC,2,0,0,Tarde,833.76,38.8,0.0,96.96,2,August,April,95,0.5104166666666667
2016-08-01,2016-06-16,2016-04-28,8,DSC,MPC,1,0,0,Tarde,833.76,38.8,0.0,96.96,2,August,April,95,0.5104166666666667
2016-06-27,2016-05-20,2016-04-29,8,EC,MPC,2,2,0,Ma̱ana,714.32,33.2,0.0,83.04,1,June,April,59,0.35
2016-08-02,2016-05-26,2016-04-29,8,EC,PC,2,0,0,Ma̱ana,921.97336,48.56,121.36,121.36,3,August,April,95,0.28125
2016-08-02,2016-05-26,2016-04-29,8,EC,PC,2,0,0,Ma̱ana,921.97336,48.56,121.36,121.36,3,August,April,95,0.28125
2016-08-02,2016-05-26,2016-04-29,8,EC,PC,3,0,0,Ma̱ana,921.97336,48.56,121.36,121.36,3,August,April,95,0.28125
2016-07-18,2016-06-11,2016-04-29,6,EM,SA,2,1,0,Tarde,749.4000000000001,0.0,0.0,0.0,1,July,April,80,0.5308641975308642
2016-06-25,2016-05-05,2016-04-29,5,EM,MPC,2,0,0,Tarde,361.65,16.8,0.0,42.05,1,June,April,57,0.1034482758620689
2016-09-02,2016-05-11,2016-04-29,10,EM,PC,2,0,0,Tarde,1119.06,58.9,147.20000000000002,147.20000000000002,1,September,April,126,0.094488188976378
2016-07-01,2016-05-03,2016-04-29,9,DSC,PC,2,0,0,Tarde,795.915,41.85,104.67,104.67,2,July,April,63,0.0625
2016-07-01,2016-05-03,2016-04-29,9,DSC,PC,3,0,0,Tarde,795.915,41.85,104.67,104.67,2,July,April,63,0.0625
2016-07-18,2016-07-05,2016-04-30,11,EM,PC,3,0,0,Noche,1413.72,74.36,186.01,186.01,1,July,April,79,0.825
2016-07-27,2016-05-25,2016-05-01,4,EC,MPC,2,2,0,Ma̱ana,532.46,24.76,0.0,61.92,1,July,May,87,0.2727272727272727
2016-06-24,2016-06-15,2016-04-30,2,EC,HD,2,0,0,Ma̱ana,161.44,6.72,0.0,0.0,1,June,April,55,0.8214285714285714
2016-06-24,2016-05-10,2016-05-01,2,EC,SA,2,1,0,Ma̱ana,184.8,0.0,0.0,0.0,1,June,May,54,0.1636363636363637
2016-06-24,2016-05-22,2016-05-01,2,EM,SA,2,0,0,Ma̱ana,159.88,0.0,0.0,0.0,1,June,May,54,0.3818181818181818
2016-06-18,2016-06-10,2016-05-02,1,EC,SA,2,2,0,Ma̱ana,101.64,0.0,0.0,0.0,1,June,May,47,0.8125
2016-06-25,2016-05-10,2016-05-02,10,EM,HD,2,0,0,Tarde,1051.28,43.8,0.0,0.0,2,June,May,54,0.1454545454545455
2016-06-25,2016-05-10,2016-05-02,10,EM,HD,2,0,0,Tarde,1051.28,43.8,0.0,0.0,2,June,May,54,0.1454545454545455
2016-07-07,2016-06-06,2016-05-02,3,EC,PC,2,0,0,Tarde,228.51,12.03,30.06,30.06,1,July,May,66,0.5223880597014925
2016-07-05,2016-05-03,2016-05-02,7,DSM,MPC,2,0,0,Noche,587.44,27.3,0.0,68.32,2,July,May,64,0.0153846153846153
2016-07-05,2016-05-03,2016-05-02,7,DSM,MPC,1,0,0,Noche,587.44,27.3,0.0,68.32,2,July,May,64,0.0153846153846153
2016-07-05,2016-05-03,2016-05-02,7,DSM,MPC,2,0,0,Noche,587.44,27.3,0.0,68.32,2,July,May,64,0.0153846153846153
2016-07-05,2016-05-03,2016-05-02,7,DSM,MPC,2,0,0,Noche,587.44,27.3,0.0,68.32,2,July,May,64,0.0153846153846153
2016-07-04,2016-06-28,2016-05-03,4,DSM,MPC,2,0,0,Tarde,434.65,20.2,0.0,50.56,1,July,May,62,0.8888888888888888
2016-07-20,2016-05-03,2016-05-03,15,DSM,PC,2,0,0,Tarde,2125.60005,111.9,279.75,279.75,3,July,May,78,0.0
2016-07-01,2016-06-08,2016-05-04,2,DSC,SA,2,1,0,Ma̱ana,210.14,0.0,0.0,0.0,1,July,May,58,0.5932203389830508
2016-06-25,2016-05-27,2016-05-04,2,EC,SA,2,0,0,Ma̱ana,147.84,0.0,0.0,0.0,1,June,May,52,0.4339622641509434
2016-08-03,2016-05-04,2016-05-04,8,EC,SA,2,1,0,Noche,0.0,0.0,0.0,0.0,1,August,May,91,0.0
2016-07-01,2016-06-26,2016-05-05,2,DSC,SA,2,1,0,Tarde,335.0,0.0,0.0,0.0,1,July,May,57,0.896551724137931
2016-09-03,2016-09-02,2016-05-05,4,EC,PC,2,0,0,Noche,516.12,27.16,67.92,67.92,1,September,May,121,0.9836065573770492
2016-06-24,2016-06-15,2016-05-05,2,EC,SA,2,2,0,Noche,149.6,0.0,0.0,0.0,1,June,May,50,0.803921568627451
2016-07-01,2016-05-10,2016-05-06,6,EM,MPC,3,0,0,Ma̱ana,766.90002,35.64,0.0,89.16,1,July,May,56,0.0701754385964912
2016-07-11,2016-06-21,2016-05-06,4,DSC,SA,3,0,0,Ma̱ana,439.6,0.0,0.0,0.0,1,July,May,66,0.6865671641791045
2016-06-20,2016-05-11,2016-05-06,7,EM,PC,2,0,0,Ma̱ana,556.71,29.33,73.22,73.22,1,June,May,45,0.108695652173913
2016-06-20,2016-05-18,2016-05-06,7,EM,PC,2,0,0,Ma̱ana,556.71,29.33,73.22,73.22,1,June,May,45,0.2608695652173913
2016-06-22,2016-05-06,2016-05-06,7,EC,PC,4,0,0,Tarde,629.3900199999999,33.11,82.81,82.81,3,June,May,47,0.0
2016-09-01,2016-05-06,2016-05-06,10,EC,MPC,2,1,0,Noche,0.0,0.0,0.0,0.0,1,September,May,118,0.0
2016-08-01,2016-05-09,2016-05-06,6,EC,PC,2,0,0,Noche,0.0,0.0,0.0,0.0,1,August,May,87,0.034090909090909
2016-07-27,2016-07-08,2016-05-06,4,EC,MPC,2,2,0,Ma̱ana,494.38,23.0,0.0,57.48,1,July,May,82,0.7590361445783133
2016-06-17,2016-05-22,2016-05-08,3,EC,HD,2,0,0,Ma̱ana,242.16,10.08,0.0,0.0,1,June,May,40,0.3414634146341463
2016-08-08,2016-05-12,2016-05-09,5,EC,MPC,3,0,0,Ma̱ana,802.03,37.3,0.0,93.25,2,August,May,91,0.0326086956521739
2016-08-08,2016-05-12,2016-05-09,5,EC,MPC,3,0,0,Ma̱ana,802.03,37.3,0.0,93.25,2,August,May,91,0.0326086956521739
2016-06-18,2016-06-02,2016-05-09,7,DSM,PC,2,0,0,Ma̱ana,770.6099800000001,40.53,101.43,101.43,1,June,May,40,0.5853658536585367
2016-06-25,2016-06-10,2016-05-09,2,EC,PC,2,1,1,Noche,263.78,13.88,34.72,34.72,1,June,May,47,0.6666666666666667
2016-06-23,2016-05-19,2016-05-09,2,EC,HD,2,0,1,Noche,142.58666,5.94,0.0,0.0,3,June,May,45,0.217391304347826
2016-06-23,2016-05-19,2016-05-09,2,EC,HD,3,0,0,Noche,142.58666,5.94,0.0,0.0,3,June,May,45,0.217391304347826
2016-06-23,2016-05-19,2016-05-09,2,EC,HD,2,0,0,Noche,142.58666,5.94,0.0,0.0,3,June,May,45,0.217391304347826
2016-06-24,2016-05-23,2016-05-09,2,EC,HD,2,1,1,Noche,148.54,6.18,0.0,0.0,2,June,May,46,0.2978723404255319
2016-06-24,2016-05-23,2016-05-09,2,EC,HD,2,2,0,Noche,163.38,6.8,0.0,0.0,3,June,May,46,0.2978723404255319
2016-06-22,2016-06-01,2016-05-09,4,EC,SA,2,0,0,Ma̱ana,295.88,0.0,0.0,0.0,1,June,May,44,0.5111111111111111
2016-08-02,2016-05-26,2016-05-10,8,EM,PC,2,0,0,Tarde,958.37336,50.48,126.08,126.08,3,August,May,84,0.188235294117647
2016-08-02,2016-05-26,2016-05-10,8,EM,PC,2,0,0,Tarde,958.37336,50.48,126.08,126.08,3,August,May,84,0.188235294117647
2016-08-02,2016-05-26,2016-05-10,8,EM,PC,3,0,0,Tarde,958.37336,50.48,126.08,126.08,3,August,May,84,0.188235294117647
2016-06-28,2016-06-14,2016-05-10,3,EC,HD,2,0,1,Tarde,241.92,10.08,0.0,0.0,1,June,May,49,0.7
2016-07-26,2016-05-23,2016-05-10,3,DSC,MPC,2,0,0,Noche,368.70999,17.16,0.0,42.87,1,July,May,77,0.1666666666666666
2016-07-01,2016-05-31,2016-05-12,2,DSC,SA,2,0,0,Ma̱ana,0.0,0.0,0.0,0.0,2,July,May,50,0.3725490196078431
2016-07-01,2016-05-31,2016-05-12,2,DSC,SA,1,0,2,Ma̱ana,0.0,0.0,0.0,0.0,2,July,May,50,0.3725490196078431
2016-07-17,2016-05-27,2016-05-13,12,DSC,PC,2,0,0,Ma̱ana,1167.6,61.44,153.60000000000002,153.60000000000002,1,July,May,65,0.2121212121212121
2016-08-01,2016-06-17,2016-05-13,3,EC,HD,2,0,1,Tarde,338.61,14.1,0.0,0.0,1,August,May,80,0.4320987654320988
2016-07-17,2016-05-13,2016-05-13,3,EC,PC,2,0,0,Noche,424.65,22.35,55.86,55.86,3,July,May,65,0.0
2016-07-11,2016-07-05,2016-05-13,5,DSC,SA,2,0,0,Noche,737.04,0.0,0.0,0.0,1,July,May,59,0.8833333333333333
2016-07-03,2016-05-19,2016-05-13,7,DSC,PC,2,1,0,Noche,730.87,38.5,96.18,96.18,1,July,May,51,0.1153846153846154
2016-08-08,2016-06-15,2016-05-13,5,EC,SA,2,1,0,Ma̱ana,503.3,0.0,0.0,0.0,1,August,May,87,0.375
2016-07-06,2016-05-19,2016-05-14,4,DSC,PC,2,0,0,Ma̱ana,334.12,17.6,43.96,43.96,2,July,May,53,0.0925925925925925
2016-07-06,2016-05-19,2016-05-14,4,DSC,PC,2,0,1,Ma̱ana,334.12,17.6,43.96,43.96,2,July,May,53,0.0925925925925925
2016-07-05,2016-05-19,2016-05-14,7,DSC,PC,2,2,0,Ma̱ana,730.87,38.5,96.18,96.18,1,July,May,52,0.0943396226415094
2016-06-24,2016-05-17,2016-05-15,6,EM,HD,2,1,0,Noche,604.47,25.200000000000003,0.0,0.0,2,June,May,40,0.048780487804878
2016-06-24,2016-05-17,2016-05-15,6,DSC,HD,2,0,0,Noche,604.47,25.200000000000003,0.0,0.0,2,June,May,40,0.048780487804878
2016-07-08,2016-05-28,2016-05-14,3,DSC,MPC,2,0,0,Noche,242.67,11.28,0.0,28.23,1,July,May,55,0.25
2016-08-03,2016-06-21,2016-05-15,5,DSM,SA,4,0,0,Noche,973.2,0.0,0.0,0.0,1,August,May,80,0.4567901234567901
2016-07-06,2016-07-04,2016-05-16,10,DSC,MPC,2,0,0,Tarde,789.1200000000001,36.7,0.0,91.8,4,July,May,51,0.9423076923076924
2016-07-06,2016-07-04,2016-05-16,10,DSC,MPC,2,0,0,Tarde,789.1200000000001,36.7,0.0,91.8,4,July,May,51,0.9423076923076924
2016-07-08,2016-05-18,2016-05-16,6,DSC,PC,1,1,0,Noche,496.68,26.160000000000004,65.34,65.34,2,July,May,53,0.037037037037037
2016-07-08,2016-05-18,2016-05-16,6,DSC,PC,1,1,1,Noche,496.68,26.160000000000004,65.34,65.34,2,July,May,53,0.037037037037037
2016-07-21,2016-07-18,2016-05-16,5,EC,MPA,1,0,0,Noche,542.07,25.2,63.05,0.0,2,July,May,66,0.9402985074626866
2016-07-21,2016-07-18,2016-05-16,5,EC,MPA,2,0,0,Noche,677.6,31.5,78.8,0.0,2,July,May,66,0.9402985074626866
2016-07-17,2016-05-25,2016-05-16,12,DSC,SA,2,1,0,Noche,1696.1999999999998,0.0,0.0,0.0,1,July,May,62,0.1428571428571429
2016-06-24,2016-05-29,2016-05-16,6,EM,HD,2,0,0,Noche,583.89,24.3,0.0,0.0,2,June,May,39,0.3249999999999999
2016-06-24,2016-05-30,2016-05-16,6,EM,HD,2,1,0,Noche,583.89,24.3,0.0,0.0,2,June,May,39,0.35
2016-06-20,2016-06-20,2016-05-17,7,EC,PC,1,0,0,Tarde,353.36,18.62,46.48,46.48,1,June,May,34,0.9714285714285714
2016-08-11,2016-05-19,2016-05-17,5,EC,PC,2,0,0,Tarde,504.0,26.55,66.35,66.35,1,August,May,86,0.0229885057471264
2016-07-05,2016-05-18,2016-05-17,7,DSC,PC,4,0,0,Tarde,730.87,38.5,96.18,96.18,1,July,May,49,0.02
2016-07-09,2016-06-08,2016-05-17,9,DSC,MPA,2,2,0,Noche,1492.08003,69.39,173.52,0.0,1,July,May,53,0.4074074074074074
2016-06-28,2016-05-31,2016-05-17,4,DSC,MPA,2,0,0,Noche,422.46,19.64,49.12,0.0,1,June,May,42,0.3255813953488372
2016-07-02,2016-06-27,2016-05-18,5,DSM,PC,1,1,0,Ma̱ana,367.9500000000001,19.35,48.4,48.4,2,July,May,45,0.8695652173913043
2016-07-02,2016-06-27,2016-05-18,5,DSM,PC,1,1,0,Ma̱ana,367.9500000000001,19.35,48.4,48.4,2,July,May,45,0.8695652173913043
2016-06-18,2016-06-17,2016-05-18,1,EC,SA,2,2,0,Noche,101.64,0.0,0.0,0.0,1,June,May,31,0.9375
2016-06-24,2016-05-25,2016-05-19,3,EC,MPC,2,0,0,Ma̱ana,191.55,8.91,0.0,22.29,1,June,May,36,0.1621621621621621
2016-07-08,2016-06-23,2016-05-19,2,DSC,SA,2,0,0,Tarde,159.72,0.0,0.0,0.0,1,July,May,50,0.6862745098039216
2016-08-01,2016-05-26,2016-05-19,7,EM,HD,2,0,0,Tarde,719.88,30.03,0.0,0.0,1,August,May,74,0.0933333333333333
2016-08-02,2016-07-19,2016-05-19,6,EC,SA,2,0,0,Tarde,529.6500000000001,0.0,0.0,0.0,1,August,May,75,0.8026315789473684
2016-08-02,2016-05-27,2016-05-19,11,EC,MPC,3,0,0,Tarde,1578.5599499999998,73.47999999999999,0.0,183.59,1,August,May,75,0.1052631578947368
2016-08-07,2016-08-04,2016-05-19,5,EC,MPC,2,0,0,Tarde,518.36,24.1,0.0,60.25,1,August,May,80,0.9506172839506172
2016-08-08,2016-07-22,2016-05-19,8,EM,MPC,2,0,0,Tarde,827.3,38.48,0.0,96.16,3,August,May,81,0.7804878048780488
2016-08-10,2016-07-04,2016-05-19,10,DSC,PC,4,0,0,Tarde,1389.87,73.2,182.9,182.9,1,August,May,83,0.5476190476190477
2016-08-15,2016-07-25,2016-05-19,7,EC,PC,3,0,0,Tarde,754.96001,39.76,99.33,99.33,1,August,May,88,0.752808988764045
2016-08-11,2016-07-25,2016-05-19,8,EC,PC,4,0,0,Tarde,993.84,52.32,130.8,130.8,1,August,May,84,0.788235294117647
2016-07-08,2016-06-13,2016-05-19,2,DSC,MPC,4,0,0,Tarde,266.52,12.4,0.0,31.0,4,July,May,50,0.4901960784313726
2016-08-25,2016-06-08,2016-05-19,3,EM,MPC,3,0,0,Tarde,269.78001,12.54,0.0,31.380000000000003,2,August,May,98,0.202020202020202
2016-08-25,2016-06-08,2016-05-19,3,EM,MPC,2,0,0,Tarde,269.78001,12.54,0.0,31.380000000000003,2,August,May,98,0.202020202020202
2016-08-16,2016-07-05,2016-05-19,8,EC,SA,3,0,0,Tarde,894.81,0.0,0.0,0.0,1,August,May,89,0.5222222222222221
2016-06-24,2016-06-03,2016-05-19,2,EM,SA,2,0,0,Noche,159.88,0.0,0.0,0.0,1,June,May,36,0.4054054054054054
2016-08-09,2016-07-26,2016-05-19,3,EC,MPC,3,0,0,Noche,678.54,31.56,0.0,78.9,1,August,May,82,0.8192771084337349
2016-06-24,2016-06-20,2016-05-19,2,EC,HD,2,2,0,Noche,221.98,9.24,0.0,0.0,1,June,May,36,0.8648648648648649
2016-07-08,2016-05-20,2016-05-20,2,DSC,MPC,2,2,0,Ma̱ana,0.0,0.0,0.0,0.0,3,July,May,49,0.0
2016-07-08,2016-05-20,2016-05-20,2,DSC,MPC,2,2,0,Ma̱ana,0.0,0.0,0.0,0.0,3,July,May,49,0.0
2016-07-08,2016-05-20,2016-05-20,2,DSC,MPC,2,2,0,Ma̱ana,0.0,0.0,0.0,0.0,3,July,May,49,0.0
2016-07-08,2016-05-20,2016-05-20,2,DSC,MPC,3,0,0,Ma̱ana,0.0,0.0,0.0,0.0,3,July,May,49,0.0
2016-07-08,2016-05-20,2016-05-20,2,DSC,MPC,2,0,1,Ma̱ana,0.0,0.0,0.0,0.0,3,July,May,49,0.0
2016-07-08,2016-05-20,2016-05-20,2,DSC,MPC,2,0,0,Ma̱ana,0.0,0.0,0.0,0.0,3,July,May,49,0.0
2016-07-08,2016-05-20,2016-05-20,2,DSC,MPC,2,0,1,Ma̱ana,0.0,0.0,0.0,0.0,2,July,May,49,0.0
2016-07-08,2016-05-20,2016-05-20,2,DSC,MPC,2,0,0,Ma̱ana,0.0,0.0,0.0,0.0,2,July,May,49,0.0
2016-07-08,2016-05-31,2016-05-20,2,DSC,MPC,2,0,0,Ma̱ana,191.54,8.9,0.0,22.28,2,July,May,49,0.2199999999999999
2016-07-08,2016-05-31,2016-05-20,2,DSC,MPC,2,0,1,Ma̱ana,191.54,8.9,0.0,22.28,2,July,May,49,0.2199999999999999
2016-06-27,2016-06-17,2016-04-29,8,EC,MPC,2,2,0,Tarde,373.34,17.36,0.0,43.44,2,June,April,59,0.8166666666666667
2016-07-18,2016-06-27,2016-05-20,6,EC,SA,2,1,0,Noche,746.46,0.0,0.0,0.0,1,July,May,59,0.6333333333333333
2016-08-02,2016-08-02,2016-05-20,6,DSM,MPA,2,0,0,Noche,955.33998,44.46,111.12,0.0,1,August,May,74,0.9866666666666668
2016-06-18,2016-06-13,2016-05-20,1,EC,HD,2,1,0,Ma̱ana,100.9,4.2,0.0,0.0,1,June,May,29,0.8
2016-06-21,2016-05-21,2016-05-21,3,EC,HD,2,2,0,Ma̱ana,332.97,13.86,0.0,0.0,1,June,May,31,0.0
2016-07-01,2016-05-23,2016-05-22,2,DSC,HD,2,0,0,Ma̱ana,287.3,11.98,0.0,0.0,1,July,May,40,0.024390243902439
2016-06-17,2016-05-29,2016-05-22,2,EC,HD,2,0,0,Ma̱ana,161.44,6.72,0.0,0.0,1,June,May,26,0.2592592592592593
2016-06-25,2016-05-30,2016-05-22,2,EM,HD,2,0,0,Ma̱ana,173.0,7.2,0.0,0.0,1,June,May,34,0.2285714285714285
2016-06-24,2016-05-23,2016-05-22,2,EC,MPC,3,0,0,Ma̱ana,216.96,10.1,0.0,25.24,1,June,May,33,0.0294117647058823
2016-06-23,2016-05-29,2016-05-22,2,EC,HD,2,0,0,Ma̱ana,161.44,6.72,0.0,0.0,1,June,May,32,0.2121212121212121
2016-07-01,2016-05-23,2016-05-22,2,DSC,HD,2,1,0,Ma̱ana,359.14,14.96,0.0,0.0,1,July,May,40,0.024390243902439
2016-06-24,2016-06-13,2016-05-21,2,EM,SA,2,0,0,Ma̱ana,159.88,0.0,0.0,0.0,1,June,May,34,0.6571428571428571
2016-08-02,2016-08-01,2016-05-23,5,EC,PC,4,0,0,Ma̱ana,697.2,36.7,91.75,91.75,1,August,May,71,0.9722222222222222
2016-07-09,2016-06-30,2016-05-23,7,DSM,PC,3,0,0,Tarde,1115.25001,58.73,146.79,146.79,1,July,May,47,0.7916666666666666
2016-06-28,2016-05-28,2016-05-23,3,EC,SA,3,0,0,Tarde,299.37,0.0,0.0,0.0,1,June,May,36,0.1351351351351351
2016-06-24,2016-05-25,2016-05-23,2,EM,SA,2,0,0,Noche,159.88,0.0,0.0,0.0,1,June,May,32,0.0606060606060605
2016-06-24,2016-05-30,2016-05-23,2,EC,MPC,2,0,0,Noche,153.48,7.14,0.0,17.84,1,June,May,32,0.2121212121212121
2016-06-20,2016-06-20,2016-05-23,3,EC,PC,3,0,0,Noche,344.34000000000003,18.12,45.3,45.3,5,June,May,28,0.9655172413793104
2016-06-24,2016-06-13,2016-05-24,2,EC,SA,2,1,0,Ma̱ana,184.8,0.0,0.0,0.0,1,June,May,31,0.625
2016-06-24,2016-05-31,2016-05-24,2,EC,SA,2,2,0,Tarde,203.28,0.0,0.0,0.0,1,June,May,31,0.21875
2016-07-04,2016-05-31,2016-05-24,5,DSC,MPC,2,2,0,Tarde,637.35,29.65,0.0,74.1,1,July,May,41,0.1666666666666666
2016-06-18,2016-05-24,2016-05-24,1,EC,SA,3,0,0,Tarde,99.79,0.0,0.0,0.0,1,June,May,25,0.0
2016-06-18,2016-06-12,2016-05-24,7,EC,SA,2,1,0,Noche,646.8000000000001,0.0,0.0,0.0,1,June,May,25,0.7307692307692308
2016-06-23,2016-06-02,2016-05-24,3,EC,MPA,2,0,0,Noche,241.08,11.22,28.02,0.0,1,June,May,30,0.2903225806451612
2016-06-24,2016-05-26,2016-05-24,1,EC,HD,2,0,0,Noche,80.72,3.36,0.0,0.0,1,June,May,31,0.0625
2016-06-17,2016-06-09,2016-05-25,2,EC,SA,2,0,0,Tarde,147.84,0.0,0.0,0.0,1,June,May,23,0.625
2016-06-18,2016-06-12,2016-05-25,7,EC,SA,2,0,0,Tarde,517.44,0.0,0.0,0.0,1,June,May,24,0.72
2016-06-23,2016-06-01,2016-05-25,3,EC,HD,2,0,0,Tarde,242.16,10.08,0.0,0.0,1,June,May,29,0.2333333333333332
2016-06-24,2016-06-15,2016-05-25,2,EC,HD,2,0,0,Tarde,161.44,6.72,0.0,0.0,1,June,May,30,0.6774193548387097
2016-06-24,2016-05-31,2016-05-25,1,EC,HD,2,0,0,Tarde,80.72,3.36,0.0,0.0,1,June,May,30,0.1935483870967742
2016-06-24,2016-06-06,2016-05-25,2,EC,HD,2,0,1,Noche,133.04,5.54,0.0,0.0,1,June,May,30,0.3870967741935484
2016-07-18,2016-07-12,2016-05-25,4,DSC,MPA,2,0,0,Noche,477.68,22.2,55.56,0.0,1,July,May,54,0.8727272727272728
2016-06-24,2016-06-03,2016-05-25,2,EC,MPA,2,2,0,Noche,221.0,10.28,25.7,0.0,2,June,May,30,0.2903225806451612
2016-06-24,2016-06-03,2016-05-25,2,EC,MPA,2,2,0,Noche,221.0,10.28,25.7,0.0,2,June,May,30,0.2903225806451612
2016-07-18,2016-06-06,2016-05-25,4,DSM,SA,2,1,0,Noche,626.0,0.0,0.0,0.0,1,July,May,54,0.2181818181818181
2016-06-17,2016-06-14,2016-05-25,2,EC,SA,2,0,0,Noche,147.84,0.0,0.0,0.0,1,June,May,23,0.8333333333333334
2016-06-17,2016-06-01,2016-05-25,2,EC,SA,2,1,0,Ma̱ana,184.8,0.0,0.0,0.0,1,June,May,23,0.2916666666666666
2016-07-09,2016-06-07,2016-05-26,6,DSC,PC,3,1,0,Ma̱ana,1239.3000000000002,65.22,163.07999999999998,163.07999999999998,1,July,May,44,0.2666666666666667
2016-07-22,2016-06-01,2016-05-26,3,DSC,MPC,2,0,0,Ma̱ana,358.26,16.65,0.0,41.67,1,July,May,57,0.1034482758620689
2016-06-24,2016-06-11,2016-05-26,2,EC,SA,2,1,0,Tarde,184.8,0.0,0.0,0.0,3,June,May,29,0.5333333333333333
2016-06-24,2016-06-13,2016-05-26,2,EC,SA,2,0,0,Tarde,147.84,0.0,0.0,0.0,3,June,May,29,0.6
2016-06-24,2016-06-13,2016-05-26,2,EC,SA,2,0,0,Tarde,147.84,0.0,0.0,0.0,3,June,May,29,0.6
2016-06-26,2016-06-07,2016-05-26,2,DVM,SA,2,0,0,Tarde,209.04,0.0,0.0,0.0,1,June,May,31,0.375
2016-08-13,2016-06-06,2016-05-26,8,DSC,PC,2,0,0,Tarde,1137.44,59.84,149.68,149.68,1,August,May,79,0.1374999999999999
2016-06-24,2016-06-20,2016-05-26,2,EC,MPC,2,0,0,Tarde,160.72,7.48,0.0,18.68,1,June,May,29,0.8333333333333334
2016-07-01,2016-05-29,2016-05-26,2,EC,HD,2,0,0,Tarde,241.38,10.06,0.0,0.0,1,July,May,36,0.081081081081081
2016-07-20,2016-05-26,2016-05-26,7,DSC,MPC,2,0,0,Tarde,0.0,0.0,0.0,0.0,1,July,May,55,0.0
2016-07-04,2016-06-29,2016-05-26,4,DSM,PC,4,0,0,Tarde,709.56,37.36,93.36,93.36,1,July,May,39,0.85
2016-06-26,2016-05-26,2016-05-26,5,EC,SA,2,0,0,Tarde,369.6,0.0,0.0,0.0,1,June,May,31,0.0
2016-06-24,2016-06-21,2016-05-24,2,EC,HD,2,0,0,Noche,161.44,6.72,0.0,0.0,1,June,May,31,0.875
2016-07-17,2016-06-03,2016-05-27,11,EC,SA,2,0,0,Tarde,1563.98,0.0,0.0,0.0,1,July,May,51,0.1346153846153845
2016-06-26,2016-06-08,2016-05-27,2,EC,PC,2,1,1,Tarde,263.78,13.88,34.72,34.72,1,June,May,30,0.3870967741935484
2016-07-08,2016-06-07,2016-05-27,2,DSC,PC,4,0,0,Tarde,568.48,29.92,74.8,74.8,1,July,May,42,0.2558139534883721
2016-06-15,2016-06-06,2016-05-27,2,EC,SA,2,2,0,Ma̱ana,143.4,0.0,0.0,0.0,3,June,May,19,0.5
2016-06-15,2016-06-06,2016-05-27,2,EC,SA,2,2,0,Ma̱ana,143.4,0.0,0.0,0.0,3,June,May,19,0.5
2016-06-15,2016-06-06,2016-05-27,2,EC,SA,2,2,0,Ma̱ana,143.4,0.0,0.0,0.0,3,June,May,19,0.5
2016-06-24,2016-05-31,2016-05-28,7,EC,HD,2,1,0,Ma̱ana,565.18,23.52,0.0,0.0,1,June,May,27,0.1071428571428571
2016-06-22,2016-06-06,2016-05-22,3,EC,HD,2,0,0,Tarde,242.16,10.08,0.0,0.0,1,June,May,31,0.46875
2016-06-24,2016-06-06,2016-05-28,2,EC,HD,2,2,0,Ma̱ana,221.98,9.24,0.0,0.0,1,June,May,27,0.3214285714285714
2016-06-22,2016-06-15,2016-05-28,3,DVM,HD,2,0,0,Ma̱ana,330.27,13.77,0.0,0.0,1,June,May,25,0.6923076923076923
2016-06-24,2016-06-06,2016-05-29,2,EC,HD,2,2,0,Ma̱ana,221.98,9.24,0.0,0.0,1,June,May,26,0.2962962962962963
2016-06-27,2016-06-03,2016-05-29,3,EC,SA,2,1,0,Ma̱ana,277.20000000000005,0.0,0.0,0.0,1,June,May,29,0.1666666666666666
2016-06-15,2016-06-02,2016-05-30,2,EM,SA,2,0,0,Tarde,114.43,0.0,0.0,0.0,1,June,May,16,0.1764705882352941
2016-08-16,2016-05-31,2016-05-30,10,DSC,MPC,2,0,0,Noche,0.0,0.0,0.0,0.0,1,August,May,78,0.0126582278481012
2016-06-25,2016-05-31,2016-05-30,4,DSC,SA,2,0,0,Noche,348.4,0.0,0.0,0.0,1,June,May,26,0.037037037037037
2016-06-24,2016-05-31,2016-05-30,2,DSC,SA,2,0,0,Noche,174.2,0.0,0.0,0.0,1,June,May,25,0.0384615384615384
2016-06-24,2016-06-16,2016-05-31,2,DSC,SA,2,0,0,Ma̱ana,174.2,0.0,0.0,0.0,1,June,May,24,0.64
2016-06-24,2016-06-21,2016-05-31,2,DSC,SA,2,0,0,Tarde,174.2,0.0,0.0,0.0,2,June,May,24,0.84
2016-06-24,2016-06-21,2016-05-31,2,DSC,SA,2,0,0,Tarde,174.2,0.0,0.0,0.0,2,June,May,24,0.84
